peak_id,sample_id,t,z_um,y_um,x_um,confidence,det_threshold,pool_kernel_um,tta
unet:6bba_5c039895:t52:p00075,6bba_5c039895,52,78.0,89.375,16.25,0.9999140501022339,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00076,6bba_5c039895,52,79.625,42.25,13.0,0.9999823570251465,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00077,6bba_5c039895,52,79.625,73.125,11.375,0.9999380111694336,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00078,6bba_5c039895,52,79.625,81.25,1.625,0.9998593330383301,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00079,6bba_5c039895,52,81.25,26.0,6.5,0.9999310970306396,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00080,6bba_5c039895,52,81.25,40.625,0.0,0.9938696622848511,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00081,6bba_5c039895,52,82.875,58.5,13.0,0.9999465942382812,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00082,6bba_5c039895,52,82.875,91.0,24.375,0.9999537467956543,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00083,6bba_5c039895,52,84.5,40.625,0.0,0.9895076155662537,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00084,6bba_5c039895,52,84.5,56.875,0.0,0.9999163150787354,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00085,6bba_5c039895,52,84.5,79.625,6.5,0.9999569654464722,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00086,6bba_5c039895,52,84.5,94.25,3.25,0.9999614953994751,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00087,6bba_5c039895,52,86.125,102.375,13.0,0.985531210899353,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00088,6bba_5c039895,52,94.25,40.625,1.625,0.9990660548210144,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00089,6bba_5c039895,52,94.25,56.875,1.625,0.9981868863105774,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t52:p00090,6bba_5c039895,52,94.25,100.75,3.25,0.9998927116394043,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00000,6bba_5c039895,53,19.5,84.5,100.75,0.9999935626983643,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00001,6bba_5c039895,53,19.5,100.75,99.125,0.9999810457229614,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00002,6bba_5c039895,53,21.125,19.5,91.0,0.9999998807907104,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00003,6bba_5c039895,53,22.75,29.25,102.375,0.9835747480392456,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00004,6bba_5c039895,53,24.375,8.125,100.75,0.9998990297317505,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00005,6bba_5c039895,53,29.25,16.25,99.125,0.9998331069946289,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00006,6bba_5c039895,53,32.5,58.5,102.375,0.9998892545700073,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00007,6bba_5c039895,53,35.75,27.625,102.375,0.9948806762695312,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00008,6bba_5c039895,53,35.75,45.5,99.125,0.9999876022338867,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00009,6bba_5c039895,53,37.375,24.375,65.0,0.9999998807907104,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00010,6bba_5c039895,53,37.375,26.0,94.25,0.9999159574508667,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00011,6bba_5c039895,53,37.375,99.125,102.375,0.9999717473983765,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00012,6bba_5c039895,53,39.0,8.125,86.125,0.9999232292175293,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00013,6bba_5c039895,53,39.0,78.0,74.75,0.9999998807907104,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00014,6bba_5c039895,53,40.625,95.875,87.75,0.9998693466186523,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00015,6bba_5c039895,53,42.25,0.0,71.5,0.9999170303344727,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00016,6bba_5c039895,53,42.25,32.5,87.75,0.9999269247055054,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00017,6bba_5c039895,53,42.25,82.875,100.75,0.9999696016311646,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00018,6bba_5c039895,53,43.875,17.875,78.0,0.9999046325683594,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00019,6bba_5c039895,53,43.875,66.625,97.5,0.9999616146087646,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00020,6bba_5c039895,53,43.875,73.125,91.0,0.9999498128890991,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00021,6bba_5c039895,53,45.5,52.0,82.875,0.9999094009399414,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00022,6bba_5c039895,53,47.125,27.625,74.75,0.9999600648880005,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00023,6bba_5c039895,53,47.125,94.25,95.875,0.9999551773071289,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00024,6bba_5c039895,53,48.75,16.25,66.625,0.9999169111251831,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00025,6bba_5c039895,53,48.75,39.0,81.25,0.9998537302017212,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00026,6bba_5c039895,53,48.75,47.125,50.375,0.9999992847442627,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00027,6bba_5c039895,53,48.75,61.75,81.25,0.9999643564224243,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00028,6bba_5c039895,53,48.75,76.375,74.75,0.9943988919258118,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00029,6bba_5c039895,53,52.0,1.625,56.875,0.9999016523361206,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00030,6bba_5c039895,53,52.0,82.875,84.5,0.9999552965164185,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00031,6bba_5c039895,53,53.625,37.375,63.375,0.9998486042022705,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00032,6bba_5c039895,53,53.625,102.375,81.25,0.9999376535415649,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00033,6bba_5c039895,53,55.25,56.875,74.75,0.9999556541442871,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00034,6bba_5c039895,53,56.875,11.375,50.375,0.9999756813049316,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00035,6bba_5c039895,53,56.875,40.625,68.25,0.9998557567596436,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00036,6bba_5c039895,53,56.875,74.75,76.375,0.9998723268508911,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00037,6bba_5c039895,53,58.5,27.625,21.125,0.9999985694885254,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00038,6bba_5c039895,53,58.5,55.25,61.75,0.9999200105667114,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00039,6bba_5c039895,53,60.125,1.625,27.625,0.9998716115951538,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00040,6bba_5c039895,53,60.125,26.0,61.75,0.999919056892395,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00041,6bba_5c039895,53,60.125,78.0,63.375,0.9998583793640137,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00042,6bba_5c039895,53,60.125,95.875,69.875,0.9999734163284302,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00043,6bba_5c039895,53,60.125,99.125,27.625,0.9999958276748657,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00044,6bba_5c039895,53,61.75,24.375,50.375,0.9999666213989258,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00045,6bba_5c039895,53,61.75,40.625,47.125,0.9999575614929199,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00046,6bba_5c039895,53,61.75,97.5,60.125,0.9998831748962402,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00047,6bba_5c039895,53,63.375,65.0,50.375,0.9998749494552612,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00048,6bba_5c039895,53,65.0,30.875,0.0,0.9726114273071289,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00049,6bba_5c039895,53,65.0,73.125,60.125,0.9999585151672363,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00050,6bba_5c039895,53,66.625,21.125,34.125,0.9999403953552246,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00051,6bba_5c039895,53,66.625,52.0,53.625,0.9999585151672363,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00052,6bba_5c039895,53,68.25,94.25,52.0,0.999894380569458,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00053,6bba_5c039895,53,69.875,4.875,13.0,0.9999749660491943,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00054,6bba_5c039895,53,69.875,4.875,27.625,0.9993205070495605,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00055,6bba_5c039895,53,69.875,39.0,27.625,0.9999450445175171,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00056,6bba_5c039895,53,69.875,43.875,39.0,0.9999144077301025,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00057,6bba_5c039895,53,69.875,71.5,45.5,0.9999680519104004,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00058,6bba_5c039895,53,69.875,78.0,11.375,0.9999945163726807,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00059,6bba_5c039895,53,71.5,29.25,9.75,0.9998799562454224,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00060,6bba_5c039895,53,73.125,24.375,26.0,0.9999462366104126,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00061,6bba_5c039895,53,74.75,9.75,1.625,0.9999411106109619,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00062,6bba_5c039895,53,74.75,35.75,0.0,0.9731887578964233,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00063,6bba_5c039895,53,74.75,52.0,24.375,0.9999165534973145,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00064,6bba_5c039895,53,74.75,56.875,43.875,0.9961857199668884,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00065,6bba_5c039895,53,74.75,86.125,29.25,0.9999300241470337,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00066,6bba_5c039895,53,74.75,86.125,42.25,0.9999849796295166,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00067,6bba_5c039895,53,74.75,95.875,34.125,0.9999600648880005,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00068,6bba_5c039895,53,76.375,22.75,14.625,0.9998983144760132,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00069,6bba_5c039895,53,76.375,45.5,14.625,0.9998692274093628,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00070,6bba_5c039895,53,76.375,63.375,34.125,0.9999655485153198,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00071,6bba_5c039895,53,76.375,100.75,24.375,0.9998871088027954,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00072,6bba_5c039895,53,78.0,73.125,11.375,0.9999121427536011,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00073,6bba_5c039895,53,78.0,74.75,29.25,0.9999576807022095,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00074,6bba_5c039895,53,78.0,86.125,14.625,0.9999006986618042,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00075,6bba_5c039895,53,79.625,24.375,4.875,0.9999479055404663,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00076,6bba_5c039895,53,79.625,39.0,11.375,0.9999666213989258,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00077,6bba_5c039895,53,79.625,79.625,0.0,0.9998099207878113,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00078,6bba_5c039895,53,79.625,102.375,9.75,0.9996744394302368,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00079,6bba_5c039895,53,82.875,56.875,11.375,0.9999631643295288,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00080,6bba_5c039895,53,82.875,89.375,22.75,0.9999871253967285,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00081,6bba_5c039895,53,84.5,55.25,0.0,0.9996933937072754,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00082,6bba_5c039895,53,84.5,78.0,4.875,0.9998819828033447,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00083,6bba_5c039895,53,84.5,92.625,1.625,0.9998942613601685,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00084,6bba_5c039895,53,86.125,102.375,0.0,0.9885826110839844,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00085,6bba_5c039895,53,87.75,100.75,11.375,0.9974790215492249,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00086,6bba_5c039895,53,94.25,55.25,1.625,0.9974810481071472,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00087,6bba_5c039895,53,94.25,71.5,3.25,0.9915792942047119,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t53:p00088,6bba_5c039895,53,94.25,100.75,3.25,0.9997835755348206,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00000,6bba_5c039895,58,17.875,13.0,94.25,0.9999996423721313,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00001,6bba_5c039895,58,21.125,78.0,102.375,0.9999845027923584,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00002,6bba_5c039895,58,22.75,99.125,99.125,0.9999959468841553,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00003,6bba_5c039895,58,24.375,0.0,97.5,0.9966753721237183,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00004,6bba_5c039895,58,26.0,21.125,102.375,0.9998974800109863,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00005,6bba_5c039895,58,29.25,0.0,99.125,0.9978097081184387,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00006,6bba_5c039895,58,30.875,6.5,94.25,0.9997281432151794,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00007,6bba_5c039895,58,32.5,52.0,102.375,0.9999077320098877,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00008,6bba_5c039895,58,34.125,39.0,97.5,0.9999489784240723,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00009,6bba_5c039895,58,35.75,17.875,68.25,0.9999998807907104,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00010,6bba_5c039895,58,37.375,1.625,84.5,0.9998965263366699,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00011,6bba_5c039895,58,37.375,40.625,99.125,0.999954104423523,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00012,6bba_5c039895,58,39.0,19.5,92.625,0.9998571872711182,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00013,6bba_5c039895,58,39.0,92.625,100.75,0.9999750852584839,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00014,6bba_5c039895,58,40.625,71.5,74.75,0.9999997615814209,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00015,6bba_5c039895,58,42.25,60.125,97.5,0.9999098777770996,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00016,6bba_5c039895,58,42.25,76.375,99.125,0.9999138116836548,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00017,6bba_5c039895,58,43.875,8.125,78.0,0.9997068047523499,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00018,6bba_5c039895,58,43.875,26.0,84.5,0.9998874664306641,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00019,6bba_5c039895,58,45.5,65.0,89.375,0.999963641166687,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00020,6bba_5c039895,58,47.125,43.875,79.625,0.9999599456787109,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00021,6bba_5c039895,58,47.125,86.125,79.625,0.9999240636825562,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00022,6bba_5c039895,58,48.75,19.5,69.875,0.9998389482498169,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00023,6bba_5c039895,58,48.75,30.875,76.375,0.9999024868011475,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00024,6bba_5c039895,58,48.75,43.875,53.625,0.9999996423721313,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00025,6bba_5c039895,58,48.75,87.75,94.25,0.9999697208404541,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00026,6bba_5c039895,58,50.375,4.875,60.125,0.9998358488082886,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00027,6bba_5c039895,58,50.375,55.25,78.0,0.9999685287475586,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00028,6bba_5c039895,58,50.375,56.875,89.375,0.997121274471283,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00029,6bba_5c039895,58,52.0,73.125,84.5,0.9999667406082153,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00030,6bba_5c039895,58,53.625,29.25,58.5,0.9999430179595947,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00031,6bba_5c039895,58,53.625,97.5,79.625,0.9999510049819946,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00032,6bba_5c039895,58,53.625,100.75,89.375,0.9995132684707642,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00033,6bba_5c039895,58,56.875,1.625,43.875,0.9999743700027466,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00034,6bba_5c039895,58,56.875,34.125,66.625,0.9999775886535645,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00035,6bba_5c039895,58,56.875,50.375,71.5,0.9998829364776611,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00036,6bba_5c039895,58,58.5,24.375,22.75,0.999994158744812,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00037,6bba_5c039895,58,58.5,27.625,24.375,0.9999948740005493,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00038,6bba_5c039895,58,58.5,66.625,73.125,0.9999346733093262,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00039,6bba_5c039895,58,60.125,17.875,56.875,0.99993896484375,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00040,6bba_5c039895,58,60.125,68.25,61.75,0.9999268054962158,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00041,6bba_5c039895,58,60.125,91.0,68.25,0.999988317489624,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00042,6bba_5c039895,58,61.75,48.75,58.5,0.9999251365661621,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00043,6bba_5c039895,58,61.75,87.75,56.875,0.9999432563781738,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00044,6bba_5c039895,58,61.75,95.875,22.75,0.9999977350234985,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00045,6bba_5c039895,58,63.375,14.625,43.875,0.999950647354126,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00046,6bba_5c039895,58,65.0,9.75,27.625,0.9999444484710693,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00047,6bba_5c039895,58,65.0,24.375,0.0,0.9995301961898804,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00048,6bba_5c039895,58,65.0,40.625,52.0,0.9999703168869019,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00049,6bba_5c039895,58,65.0,55.25,47.125,0.9999346733093262,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00050,6bba_5c039895,58,66.625,30.875,0.0,0.9997227787971497,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00051,6bba_5c039895,58,66.625,32.5,42.25,0.9999545812606812,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00052,6bba_5c039895,58,66.625,65.0,55.25,0.9999808073043823,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00053,6bba_5c039895,58,66.625,71.5,14.625,0.9999964237213135,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00054,6bba_5c039895,58,66.625,81.25,63.375,0.9861491918563843,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00055,6bba_5c039895,58,68.25,84.5,48.75,0.9999544620513916,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00056,6bba_5c039895,58,69.875,1.625,26.0,0.9993278980255127,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00057,6bba_5c039895,58,71.5,8.125,6.5,0.9999580383300781,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00058,6bba_5c039895,58,71.5,27.625,22.75,0.9999529123306274,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00059,6bba_5c039895,58,71.5,34.125,32.5,0.9999557733535767,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00060,6bba_5c039895,58,71.5,39.0,13.0,0.9999175071716309,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00061,6bba_5c039895,58,71.5,63.375,40.625,0.9999736547470093,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00062,6bba_5c039895,58,71.5,95.875,22.75,0.9935779571533203,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00063,6bba_5c039895,58,73.125,11.375,19.5,0.9999668598175049,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00064,6bba_5c039895,58,74.75,79.625,26.0,0.9999634027481079,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00065,6bba_5c039895,58,76.375,13.0,0.0,0.9998026490211487,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00066,6bba_5c039895,58,76.375,52.0,29.25,0.9999856948852539,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00067,6bba_5c039895,58,76.375,66.625,26.0,0.9999865293502808,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00068,6bba_5c039895,58,76.375,79.625,39.0,0.9999781847000122,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00069,6bba_5c039895,58,76.375,87.75,32.5,0.9999706745147705,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00070,6bba_5c039895,58,76.375,99.125,39.0,0.9999028444290161,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00071,6bba_5c039895,58,78.0,24.375,3.25,0.999984622001648,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00072,6bba_5c039895,58,78.0,43.875,19.5,0.9999761581420898,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00073,6bba_5c039895,58,81.25,34.125,8.125,0.9999250173568726,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00074,6bba_5c039895,58,81.25,63.375,6.5,0.999800980091095,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00075,6bba_5c039895,58,82.875,78.0,19.5,0.9999552965164185,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00076,6bba_5c039895,58,82.875,79.625,9.75,0.9998878240585327,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00077,6bba_5c039895,58,82.875,95.875,4.875,0.9999688863754272,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00078,6bba_5c039895,58,82.875,95.875,21.125,0.999963641166687,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00079,6bba_5c039895,58,84.5,45.5,4.875,0.9999806880950928,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00080,6bba_5c039895,58,86.125,66.625,0.0,0.9998842477798462,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00081,6bba_5c039895,58,92.625,82.875,0.0,0.9785560369491577,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00082,6bba_5c039895,58,94.25,66.625,1.625,0.9997493624687195,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t58:p00083,6bba_5c039895,58,95.875,97.5,1.625,0.9957387447357178,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00000,6bba_5c039895,59,16.25,11.375,95.875,0.9999994039535522,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00001,6bba_5c039895,59,19.5,78.0,102.375,0.9999740123748779,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00002,6bba_5c039895,59,22.75,99.125,99.125,0.999994158744812,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00003,6bba_5c039895,59,26.0,21.125,102.375,0.9998559951782227,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00004,6bba_5c039895,59,29.25,4.875,94.25,0.9997527003288269,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00005,6bba_5c039895,59,30.875,52.0,102.375,0.9998782873153687,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00006,6bba_5c039895,59,35.75,0.0,82.875,0.9998970031738281,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00007,6bba_5c039895,59,35.75,17.875,68.25,0.9999996423721313,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00008,6bba_5c039895,59,35.75,19.5,92.625,0.9999228715896606,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00009,6bba_5c039895,59,35.75,39.0,97.5,0.9999610185623169,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00010,6bba_5c039895,59,39.0,91.0,100.75,0.999977707862854,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00011,6bba_5c039895,59,40.625,71.5,74.75,0.9999998807907104,0.97,3.0,xy_d4_8_view
unet:6bba_5c039895:t59:p00012,6bba_5c039895,59,42.25,4.875,76.375,0.9997920393943787,0.97,3.0,xy_d4_8_view
